# 常用英语单词 10000 个(Google 万亿语料词频排序;音标/释义来自 ECDICT)
# 格式: 序号	单词	音标	中文释义
1038	stop	stɒp	n. 停止, 车站, 逗留, 填塞, 障碍, (风琴的)音栓；vi. 停止, 被塞住；vt. 塞住, 堵塞, 阻止, 击落, 停止, 终止, 断绝
1039	supplies		n. 供应品, 日用必需品, 生活用品, (储备)物质, 存货, 补给品, 生活费用；[化] 辅助材料
1040	started	s'tɑ:tɪd	v. 出发, 启程( start的过去式和过去分词 ); 起动; 提出（问题）; 开办
1041	administration	әd.mini'streiʃәn	n. 行政, 管理, 政府机关；[化] 给药
1042	bar	bɑ:	n. 条, 棒, 酒吧, 栅, 障碍物；vt. 禁止, 阻挡, 妨碍
1043	institute	'institju:t	n. 学会, 学院, 协会；vt. 创立, 开始, 制定, 任命
1044	views		n. 景点；见解；查看；视图（view的复数）
1045	plans		n. 计划；规划（plan的复数）
1046	double	'dʌbl	n. 两倍；a. 两倍的, 双重的；vt. 使加倍；vi. 加倍, 代替, 快步走
1047	dog	dɒg	n. 狗, 坏蛋；vt. 跟踪, 尾随
1048	build	bild	v. 建立, 建筑；n. 构造, 体格
1049	screen	skri:n	n. 幕, 银幕, 屏风, 掩蔽物, 屏蔽, 筛子；vt. 掩蔽, 放映, 拍摄, 掩护, 筛, 甄别；vi. 拍电影； 屏幕
1050	exchange	iks'tʃeindʒ	n. 交换, (电话)交换局, 交换机, 汇兑, 交易所；v. 交换, 交易, 兑换； 电话局
1051	types		v. 打字（type的第三人称单数形式）
1052	soon	su:n	adv. 不久, 早, 快, 宁可
1053	sponsored	ˈspɔnsəd	v. 赞助( sponsor的过去式和过去分词); 资助（某人的培训或教育）; 为慈善活动捐资; 发起, 倡议；a. 赞助的; 发起的
1054	lines		n. 台词
1055	electronic	.ilek'trɒnik	a. 电子的
1056	continue	kәn'tinju:	vi. 继续, 延续, 延长；vt. 使继续, 使延长
1057	across	ә'krɒs	prep. 越过, 穿过, 与...相交叉, 在...的对面；adv. 交叉, 到另一边, 在对面, 成十字
1058	benefits		n. 利益, 收益；福利, 效益（benefit的复数形式）
1059	needed		a. 需要的
1060	season	'si:zn	n. 季节, 时节, 当令期, 时期；vt. 给...调味, 使成熟, 使老练, 缓和；vi. 变干燥
1061	apply	ә'plai	vt. 涂, 应用；vi. 申请, 适用
1062	someone	'sʌmwʌn	pron. 有人, 某人
1063	held	held	hold的过去式和过去分词
1064	ny		纽约；[经] 纽约
1065	anything	'eniθiŋ	pron. 任何事
1066	printer	'printә	n. 印刷工, 打印机
1067	condition	kәn'diʃәn	n. 情况, 条件；vt. 使健康, 以...为条件, 决定, 使适应
1068	effective	i'fektiv	a. 有效的, 有力的, 实际的；n. 有生力量
1069	believe	bi'li:v	v. 相信
1070	organization	.ɒ:gәnai'zeiʃәn	n. 组织, 结构, 团体, 体制；[医] 组织, 机构, 机化(血栓或坏死组织)
1071	effect	i'fekt	n. 结果, 影响, 效果, 印象；vt. 实行, 引起, 完成
1072	asked		n. 卖方要价
1073	eur		n. 欧洲, 欧洲人；欧元
1074	mind	maind	n. 思想, 愿望, 智力, 记忆, 心理, 情绪, 理智, 主意, 心意；vi. 介意, 注意, 留心；vt. 注意, 留意, 专心于, 照看, 介意
1075	sunday	'sʌndi	n. 星期日；a. 星期日的, 业余的；vi. 度星期日
1076	selection	si'lekʃәn	n. 选择, 选文, 精选品；[医] 选择, 淘汰
1077	casino	kә'si:nәu	n. 卡西诺赌场, 卡西诺牌戏
1078	pdf		abbr. 概率分部函数（Probability Distribution Function）
1079	lost	lɒst	a. 失去的, 遗失的, 迷惑的；lose的过去式和过去分词
1080	tour	tuә	n. 旅游, 观光旅行, 任期；vi. 旅行, 周游, 巡回；vt. 周游, 观光, 游历, 使巡回演出
1081	menu	'menju:	n. 菜单, (功能)选择单
1082	volume	'vɒljum	n. 册, 卷, 体积, 容量, 大量, 许多, 份量, 音量；vi. 成团卷起；vt. 把...收集成卷；a. 大量的
1083	cross	krɒs	n. 十字架, 十字架形物件, 交叉, 十字标, 交叉路, 磨难, 杂交；a. 生气的, 交叉的, 相反的；v. 交叉, 横过, 越过
1084	anyone	'eniwʌn	pron. 任何人
1085	mortgage	'mɒ:gidʒ	n. 抵押, 约束性义务, 抵押借款；vt. 抵押, 以...作担保, 把...许给
1086	hope	hәup	n. 希望, 信心, 期待；v. 希望, 期望, 信赖
1087	silver	'silvә	n. 银, 银币, 银器；a. 银的, 银制的, 银器的；vt. 镀银；vi. 变银白色
1088	corporation	.kɒ:pә'reiʃәn	n. 公司, 合作, 法人团体；[法] 法人团体, 社团, 法人
1089	wish	wiʃ	n. 希望, 愿望, 祝愿, 命令, 请求；vt. 愿, 想要, 希望, 祝愿；vi. 希望
1090	inside	'in'said	n. 内部, 内脏, 内幕；a. 内部的, 秘密的, 户内的；adv. 在里面；prep. 在...之内
1091	solution	sә'lu:ʃәn	n. 解决, 解答, 溶液；[化] 溶液
1092	mature	mә'tjuә	a. 成熟的, 到期的, 充分考虑的；vt. 使成熟；vi. 成熟, 到期
1093	role	rәul	n. 角色, 职责, 任务；[医] 作用, 功用
1094	rather	'ræðә	adv. 宁可, 稍微, 相当
1095	weeks	wi:ks	n. 威克斯（姓氏）
1096	addition	ә'diʃәn	n. 加法, 增加的人(或物)
1097	came	keim	come的过去式
1098	supply	sә'plai	n. 补给, 供给, 供应品；vt. 补给, 供给, 提供, 补充；vi. 替代
1099	nothing	'nʌθiŋ	n. 无, 不关紧要之事, 零；adv. 毫不, 决不；interj. 什么也没有, 无
1100	certain	'sә:tәn	a. 确定的, 某一个的, 必然的；[法] 确凿的, 无疑的, 可靠的
1101	usr		abbr. 不加热血清反应素玻片试验（Unheated Serum Reagin）；用户服务例行程序（User Service Routine）；美国机器人公司（U.S. Robotic）
1102	executive	ig'zekjutiv	n. 执行部门, 执行委员会, 执行者, 经理主管人员；a. 执行的, 善于执行的, 善于经营的
1103	running	'rʌniŋ	n. 赛跑, 流出, 运转；a. 流动的, 跑着的, 连续的
1104	lower	'lәuә	a. 低的, 下级的, 下层的；vi. 降低, 跌落, 减弱；vt. 放下, 降下, 减弱, 贬低
1105	necessary	'nesisәri	a. 必要的；必然的；必需的
1106	union	'ju:njәn	n. 联盟, 联合, 结合, 工会；[化] 联合; 联管节; 活接头
1107	jewelry	'dʒu:әlri	n. 珠宝, 珠宝类
1108	according	ә'kɒ:diŋ	a. 相符的, 根据...而定的；adv. 相应地
1109	dc		直流电
1110	clothing	'klәuðiŋ	n. 衣服
1111	mon	mәun	abbr. 发动机辛烷值（Motor Octsne Number）；星期一（Monday）
1112	com		计算机输出胶片缩微机
1113	particular	pә'tikjulә	n. 一项(或条、点), 个别项目, 详细说明；a. 特别的, 独有的, 挑剔的, 详尽的
1114	fine	fain	n. 罚款, 罚金, 晴天, 精细；a. 好的, 晴朗的, 健康的, 细小的, 精细的；vt. 罚款, 精炼, 澄清；vi. 变清, 变细；adv. 很好
1115	names		n. 名字；名望（name的复数形式）
1116	robert	'rɔbәt	[法] 警察
1117	homepage	'hәumpeidʒ	n. 主页
1118	hour	auә	n. 小时, 钟头, 时间, ...点钟, 课时
1119	gas	gæs	n. 气体, 汽油, 瓦斯；[化] 气体; 煤气; 瓦斯; 毒气
1120	skills		n. 技术；技能；技巧（skill的复数形式）
1121	six	siks	num. 六, 六个
1122	bush	buʃ	n. 矮树丛；[化] 管衬
1123	islands		n. 岛屿；群岛（island的复数）
1124	advice	әd'vais	n. 忠告, 劝告, 意见, 报道, 通知；[经] 通知书, 通知, 建议
1125	career	kә'riә	n. 事业, 生涯, 成功；[法] 职业, 专业, 履历
1126	military	'militәri	n. 军队；a. 军事的, 军人的, 适于战争的
1127	rental	'rentl	n. 租费, 租金收入；a. 租赁的, 收取租金的
1128	decision	di'siʒәn	n. 决定, 决心, 决断
1129	leave	li:v	n. 许可, 告别, 请假, 休假；vt. 离开, 剩下, 遗忘, 委托, 丢弃；vi. 出发, 离开, 生叶
1130	british	'britiʃ	a. 英国的；n. 英国人, 英国英语
1131	teens	ti:ns	n. 十三岁到十九岁
1132	pre		abbr. 炼油工程师（Petroleum Refining Engineer）
1133	huge	hju:dʒ	a. 极大的, 巨大的, 无限的
1134	sat	sæt	n. 饱和度；sit的过去式和过去分词
1135	woman	'wumәn	n. 女人, 妇女, 女仆；a. 女用的, 女性的, 妇女的；vt. 贬称...为女人, 使成女人腔
1136	facilities		n. 工具, 设施, 设备
1137	zip	zip	n. 尖啸声, 拉链, 活力；vt. 给...以速度, 使增加活力, 拉(拉链)；vi. 有力而迅速地行动, 嘘嘘地响, 拉拉链
1138	bid	bid	n. 出价；v. 命令, 吩咐, 请求, 表示, 宣布, 投标
1139	kind	kaind	n. 种类, 性质, 方式；a. 亲切的, 仁慈的, 和蔼的
1140	sellers		n. 塞勒斯（姓氏）
1141	middle	'midl	n. 中央, 中间, 腰部；a. 中央的, 中庸的, 中间的
1142	move	mu:v	n. 移动, 迁居, 步骤；vt. 移动, 开动, 感动, 搬(家)；vi. 移动, 离开, 运行, 迁移, 摇动, 搬家, 交往, 进展, 脱手； 传送; DOS外部命令:移动文件, 它可将文件移动到指定的地方
1143	cable	'keibl	n. 电缆, 海底电报, 缆, 索；vi. 打海底电报；vt. 发海底电报, 缚住
1144	opportunities	ˌɒpə'tju:nɪtɪs	n. 机会( opportunity的名词复数 ); 适当的时机; 条件; 就业（或晋升、进步等）的良机
1145	taking	'teikiŋ	n. 取得, 捕获, 进款；a. 迷人的, 可爱的, 会传染的
1146	values		n. 对价值的看法, 准则, 标准, 价值观念
1147	division	di'viʒәn	n. 分, 分开, 除法, 部门(如部、处、系等), 师
1148	coming	'kʌmiŋ	n. 来临；a. 就要来的, 接着的
1149	tuesday	'tju:zdi	n. 星期二
1150	object	'ɒbdʒekt	n. 物体, 目标, 目的, 对象, 宾语, 客体；vi. 反对, 抱反感；vt. 提出...来反对
1151	lesbian	'lezbiәn	a. 女同性恋的；n. 女同性恋者
1152	appropriate	ә'prәupriәt	a. 适当的；[经] 适当的, 拨出, 占用
1153	machine	mә'ʃi:n	n. 机器, 机械装置, 机构, 自动售货机, 机械般工作的人；vt. 以机器制造
1154	logo	'lәugәu	n. 连合活字, 商标, 徽标
1155	length	leŋθ	n. 长度, 长, 期间, 一段； 块长; 字长
1156	actually	'æktʃuәli	adv. 事实上, 竟然, 如今, 现在
1157	nice	nais	a. 美好的, 和蔼的, 正派的, 做得好的, 精密的, 细微的, 挑剔的, 谨慎的
1158	score	skɒ:	n. 得分, 抓痕, 二十个, 刻痕, 帐目, 乐谱, 起跑线, 终点线, 大量；vt. 刻划, 划线, 获得, 评价, 把...记下；vi. 刻痕, 记分, 得分
1159	statistics	stә'tistiks	n. 统计学, 统计资料
1160	client	'klaiәnt	n. 客户, 顾客, 委托人
1161	ok	'әu'kei	a. 好, 不错, 可以；adv. 好, 不错, 可以；n. 批准, 认可
1162	returns		n. 回报；收益；退货（return的复数）
1163	capital	'kæpitәl	n. 首都, 大写字母, 资本；a. 首都的, 重要的
1164	follow	'fɒlәu	vt. 跟随, 沿行, 遵循, 追求；vi. 跟随, 接着；n. 跟随, 追随
1165	sample	'sæmpl	n. 样品, 范例, 样本；vt. 抽样, 尝试
1166	investment	in'vestmәnt	n. 投资；[医] 包埋料, 围模料, 包埋法, 围模法
1167	sent	sent	send的过去式和过去分词
1168	shown	ʃәun	show的过去分词
1169	saturday	'sætәdi	n. 星期六
1170	christmas	'krismәs	n. 圣诞节
1171	england	'iŋglәnd	n. 英格兰；[法] 英格兰, 英国
1172	culture	'kʌltʃә	n. 文化, 修养, 耕种；vt. 耕种, 培养
1173	band	bænd	n. 带子, 队, 乐队；v. 联合, 结合； 波段; 区
1174	flash	flæʃ	n. 闪光, 闪现, 一瞬间；vi. 闪光, 闪现, 反射；vt. 使闪光, 反射
1175	ms	miz	美国微软公司
1176	lead	li:d. led	n. 铅, 铅条, 领导, 超前量, 领引, 榜样, 主角, 导线；vt. 引导, 带领, 领导, 指挥, 致使, 加铅于, 用铅包；vi. 领导, 带头, 导致, 用测深锤测深, 被铅覆盖；a. 带头的, 最重要的
1177	george	dʒɔ:dʒ	n. 乔治（男子名）；自动操纵装置；英国最高勋爵勋章上的圣乔治诛龙图
1178	choice	tʃɒis	n. 选择, 精选品, 选择权；a. 精选的, 挑三拣四的, 上等的；该命令用于提示用户作出选择, 决定批处理文件的流程
1179	went	went	go的过去式
1180	starting	'stɑ:tiŋ	n. 开端, 开始, 出发, 起动, 开动；[机] 开动, 起动
1181	registration	.redʒi'streiʃәn	n. 登记, 挂号, 注册； 定位; 对齐; 记录
1182	fri		abbr. 最终成品抽验（Final Random Inspection）
1183	thursday	'θә:zdi	n. 星期四
1184	courses		[医] 月经
1185	consumer	kәn'sju:mә	n. 消费者；[经] 消费者, 用户
1186	hi	hai	interj. 喂
1187	airport	'єәpɒ:t	n. 飞机场；[机] 航空站, 机场
1188	foreign	'fɒ:rin	a. 外国的, 外交的, 外省的, 外来的, 不相关的；[机] 外来的
1189	artist	'ɑ:tist	n. 艺术家, 画家
1190	outside	'aut'said	n. 外面, 外表, 外界；a. 外面的, 外表的, 外界的；adv. 外面, 外表, 外界
1191	furniture	'fәnitʃә	n. 家具, 帆具
1192	levels		n. 色阶调整；控制色阶；水平, 标准（level复数形式）
1193	channel	'tʃænәl	n. 海峡, 航道, 频道；vt. 引导, 在...上挖沟, 形成河道
1194	letter	'letә	n. 信, 字母, 证书, 字面意义, 铅字, 学问, 出租人；vt. 写字母于, 在...上刻字母, 用字母标明；vi. 写印刷体字
1195	mode	mәud	n. 模态, 调式, 样式, 文体, 状态, 方式, 风尚； DOS外部命令:设定各种设备命令
1196	phones		n. 听筒；电话（phone的复数）
1197	ideas		abbr. 工业设计优秀奖
1198	wednesday	'wenzdi	n. 星期三
1199	structure	'strʌktʃә	n. 结构, 构造, 建筑物；vt. 构成, 组织
1200	fund	fʌnd	n. 基金, 资金, 存款, 财源, 贮藏；vt. 提供资金, 积累
1201	summer	'sʌmә	n. 夏季, 全盛时期；vi. 避暑, 过夏天
1202	allow	ә'lau	vt. 允许, 同意给予, 承认；vi. 容许, 猜想
1203	degree	di'gri:	n. 程度, 度数, 学位, 度；[医] 度, 程度
1204	contract	'kɒntrækt	n. 合约, 婚约, 契约；vt. 使皱缩, 使缩短, 感染, 订约, 缔结；vi. 皱缩, 订约, 收缩
1205	button	'bʌtәn	n. 钮扣, 按钮；vi. 扣住；vt. 钉钮扣于, 扣紧
1206	releases		n. 释放；豁免；发泄（release的复数形式）
1207	wed	wed	vt. 与...结婚, 使结合；vi. 结婚
1208	homes		n. 房屋；家庭（home的复数形式）
1209	super	'sju:pә	n. 跑龙套角色, 冗员, 特级品, 特大号, 管理人；a. 上等的, 特大的, 超级的, 极好的, 十分的, 过分的；adv. 非常
1210	male	meil	n. 男人, 雄性动物；a. 男性的, 雄性的, 有力的
1211	matter	'mætә	n. 事件, 物质, 原因, 素材, 实体, 重要；vi. 有关系
1212	custom	'kʌstәm	n. 习惯, 风俗, 海关, 自定义；a. 定制的； 自定义
1213	virginia	vә'dʒinjә	n. 弗吉尼亚
1214	almost	'ɒ:lmәust	adv. 几乎, 差不多
1215	took	tuk	take的过去式
1216	located		a. 处于, 位于；坐落的
1217	multiple	'mʌltipl	n. 倍数, 并联；a. 多样的, 许多的, 多功能的
1218	asian	'eiʃәn	n. 亚洲人；a. 亚洲的, 亚洲人的
1219	distribution	.distrә'bju:ʃәn	n. 分配
1220	editor	'editә	n. 编者, 编辑, 主笔, 编辑器, 编辑装置
1221	inn	in	n. 旅馆, 客栈；vi. 住旅馆
1222	industrial	in'dʌstriәl	a. 工业的, 供工业用的, 工业高度发展的, 产业的；n. 工业工人, 工业股票
1223	cause	kɒ:z	n. 原因, 目标；vt. 引起, 使产生, 使遭受
1224	potential	pә'tenʃәl	n. 潜在性, 可能性, 潜力, 潜能, 势, 位；a. 有潜力的, 可能的, 潜在的
1225	song	sɒŋ	n. 歌, 曲, 鸣声, 歌唱, 歌曲, 诗歌
1226	cnet		abbr. 科技资讯网（CNET News）；中央交换网框；法国国家电信研究中心
1227	ltd	'limitid	有限的
1228	los	lɔ:s	abbr. 月球轨道航天器（Lunar Orbiter Spacecraft）；视线（Line of Sight）
1229	hp		n. 马力, 分期付款购买法
1230	focus	'fәukәs	n. 焦点, 焦距；vi. 聚焦, 注视；vt. 使聚焦, 调焦, 集中
1231	late	leit	a. 迟的, 晚的, 已故的；adv. 很晚, 很迟, 晚
1232	fall	fɒ:l	n. 落下, 瀑布, 采伐量, 下降, 落差, 降低, 堕落, 秋天；vi. 倒下, 落下, 来临, 失守, 阵亡, 下跌, 减弱, 倾斜, 垮台, 轮到, 变成, 降低；a. 秋天的
1233	featured	'fi:tʃәd	a. 面貌秀丽的, 被作为特色的
1234	idea	ai'diә	n. 主意, 办法, 理想, 思想, 概念, 意见；[医] 观念, 思想
1235	rooms		n. 空间；房间（room的复数）
1236	female	'fi:meil	n. 女性, 女人, 雌性动物；a. 女性的, 女子的
1237	responsible	ri'spɒnsәbl	a. 有责任的, 负责的, 责任重大的；[法] 应负责任的, 有责任的, 能履行责任的
1238	inc		a. 根据法律组成的公司, 公司
1239	communications	kәmju:ni'keiʃ(ә)nz	n. 交通设施, 通讯系统
1240	win	win	vt. 赢得, 打胜, 成功；vi. 获胜, 达到, 影响；n. 胜利, 赢, 收益
1241	associated		a. 联合的； 结合的
1242	thomas	'tɒmәs	n. 多马(耶稣十二门徒之一)
1243	primary	'praimәri	n. 最主要者, 原色；a. 主要的, 初期的, 根本的, 原始的, 首要的, 基本的； 主要的; 一次的
1244	cancer	'kænsә	n. 癌, 恶性肿瘤；[医] 癌
1245	numbers	'nʌmbәz	n. 数字（number的复数）；算术
1246	reason	'ri:zn	n. 理由, 原因, 理智, 道理, 前提, 理性；vt. 说服, 推论, 辩论；vi. 推论, 劝说, 思考
1247	tool	tu:l	n. 工具, 机床, 傀儡；vt. 用工具加工；vi. 使用工具
1248	browser	'brauzә	n. 吃嫩叶的动物, 浏览书本的人
1249	spring	spriŋ	n. 春天, 弹簧, 跳跃, 弹性, 活力, 泉, 源泉；a. 春天的；vi. 跳, 弹跳, 涌出, 生长, 裂开, 高耸；vt. 使跳起, 使爆炸, 突然提出
1250	foundation	faun'deiʃәn	n. 基础, 根据, 建立；[化] 地基
1251	answer	'ɑ:nsә	n. 答案, 回答, 回报, 答辩；vt. 回答, 反驳, 适应, 响应, 符合；vi. 回答, 答应, 负责, 符合, 成功
1252	voice	vɒis	n. 声音, 嗓音, 嗓子, 愿望, 发言权, 表达, 喉舌, 语态；vt. 表达, 吐露, 调音
1253	eg		abbr. [拉]例如（exempli gratia）；[网络用语]邪恶的笑（Evil Grin）
1254	friendly	'frendli	a. 友好的, 亲切的, 互助的；adv. 友善地, 温和地
1255	schedule	'skedʒuәl	n. 时间表, 一览表, 计划表, 议事日程；vt. 预定, 编制目录, 制...表, 安排
1256	documents		n. 文档（document的复数形式）
1257	communication	kә.mju:ni'keiʃәn	n. 交流, 交通, 通讯
1258	purpose	'pә:pәs	n. 目的, 意向, 决心, 用途, 效果, 论题；vt. 意欲, 企图, 计划
1259	feature	'fi:tʃә	n. 面孔的一部分(如眼、口等), 特征, 容貌, 特色, 特写；vt. 是...的特色, 特写, 放映；vi. 起重要作用
1260	bed	bed	n. 床, 睡眠处, 河床, 底座, 路基, 一层；vt. 提供宿处, 栽种, 安装；vi. 睡, 形成坚实的一层
1261	comes	'kɔmis	v. 来自；从…来（come的三单形式）
1262	police	pә'li:s	n. 警察, 警察当局, 治安；vt. 维持治安, 管辖
